"GEN_name","GEN_price","GEN_description","GEN_website","GEN_duration","GEN_language","GEN_isTicketAvailable","SCIENCE_topic","GEN_geoURI","GEN_workURI","DATETIME_startDate","DATETIME_endDate","DATETIME_startTime","DATETIME_endTime","SCHEDULE_byDay","SCHEDULE_byMonth","SCHEDULE_byMonthDay","SCHEDULE_repeatCount","SCHEDULE_repeatFrequency"
"Visita guidata al MUSE","€ 3 oltre al biglietto d' ingresso","​​La nostra straordinaria selezione di esperienze e di racconti renderà la vostra visita e l’apprezzamento del mondo naturale ancora più piacevole e stimolante. Una visita alla scoperta delle gallerie del MUSE attraverso l’esplorazione degli “imperdibili”.; Dal 5 al 30 settembre 2019; Dal martedì al venerdì, ore 12, 14, 15 (ore 15 visita in lingua inglese); Sabato, domenica e festivi, ore 11, 12, 13, 14, 15, 16, 17 (ore 15 visita in lingua inglese); Dall'1 ottobre al 20 dicembre 2019; Dal martedì al venerdì, ore 15; Sabato ore 14, 15, 16; Domenica e festivi ore 11, 12, 13, 14, 15, 16; Visite integrate; Dall'1 ottobre al 20 dicembre 2019; Il 1° e il 3° martedì del mese ore 15 e il 1° e il 3° sabato ore 11.; L’affascinante e misterioso mondo dell’alta quota che offre sensazioni uniche che solo in questi ambienti si possono assaporare; il labirinto della biodiversità con 26 ambienti diversi per rivivere le emozioni della natura; l’evoluzione degli ambienti geologici del passato fra antiche montagne precedenti alle Alpi, vulcani, deserti, mari tropicali, scogliere coralline e profondità oceaniche; un viaggio nel tempo alla scoperta della vita dei nostri antenati preistorici; la sostenibilità vista in relazione alla forte velocità attraverso cui il mondo sta evolvendo.; Lasciati affascinare dal racconto della scienza!; I TEMI DI APPROFONDIMENTO; Storia ed evoluzione della vita; Dalla formazione del sistema solare, alla galleria dei dinosauri, in cui sono presenti scheletri a grandezza naturale, fino alle nuove scoperte della tecnologia dei nostri giorni.; Un viaggio nel tempo e nello spazio lungo 4,5 miliardi di anni, nel quale si ripercorrono le principali tappe evolutive della vita sulla Terra, fino alla comparsa dell’uomo e il suo complesso rapporto con l’ambiente naturale, le problematiche ambientali, economiche e sociali racchiuse nei temi contemporanei della sostenibilità.; La serra tropicale; Un frammento di foresta pluviale per rappresentare uno dei principali hotspot di biodiversità del nostro pianeta, la foresta tropicale dei Monti Udzungwa dell’Africa Tropicale Orientale. Una visita alla serra per comprendere il valore delle foreste come luoghi di biodiversità e di regolazione globale del clima e scoprire gli usi alimentari, medicinali e cosmetici, delle specie vegetali endemiche e di quelle di interesse più globale, come il cacao, il caffè e il banano.; Le montagne: dalle origini alla vetta; Simulando la risalita di una montagna, si parte dal piano +2 fino ad arrivare alle alte vette. Alla base della montagna le tappe fondamentali della formazione delle Dolomiti, la nascita delle Alpi, l’arrivo delle prime comunità di cacciatori-raccoglitori e la progressiva evoluzione dei paesaggi. Salendo di quota appare la montagna nella sua dimensione naturalistica, con la ricchezza di biodiversità, gli adattamenti e le strategie di sopravvivenza degli organismi che popolano i vari ecosistemi alpini. La scalata termina insieme ai grandi esploratori al piano +4 negli ambienti glaciali d’alta quota.; ​​​​​​​​​​​​​​È gradita la prenotazione t. 0461 270311","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Visite-Guidate.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,,,,,"['martedì', 'mercoledì', 'giovedì', 'venerdì', 'sabato', 'domenica']",,,,"daily"
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"16/10/",,"16.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"16/10/",,"10.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"27/10/",,"16.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"27/10/",,"10.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"6/11/",,"16.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"6/11/",,"10.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"24/11/",,"16.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"24/11/",,"10.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"1/12/",,"16.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"1/12/",,"10.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"11/12/",,"16.00",,"[]","[]","[]",,
"Passeggini al museo","Tariffa € 5 a coppia (€ 4 per possessori MyMuse Card)","​​Una visita interattiva per grandi e piccini, attraverso le sale del museo, la serra tropicale e un momento finale di esplorazione e gioco in Maxi Ooh!; I genitori con bimbi da 0 a 3 anni (passeggini al seguito!) si addentreranno nelle sale del museo in un percorso di visita insolito, pensato proprio per questo target di pubblico.; Durante la visita del museo, i bambini saranno coinvolti attraverso oggetti che consentiranno loro di scoprire ed esplorare, secondo le modalità proprie della loro età.; La seconda parte dell'attività si svolgerà in Maxi Ooh!, dove adulti e bambini potranno riposarsi e giocare, stimolando la creatività attraverso l'esplorazione di ambienti sorprendenti e interattivi.; Per famiglie e bambini con età 0-3​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Passeggini-al-museo-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"11/12/",,"10.00",,"[]","[]","[]",,
"Caffè scientifici","Ingresso libero","​​​Come prepararsi alle prossime alluvioni? Tre science cafè con esperti del settore permettono di approfondire il tema dell’anticipazione delle alluvioni, nell’ambito del progetto europeo LIFE FRANCA.; 7 novembre; Pericoli naturali e percezione del rischio in montagna; Con Marco Borga dell’Università di Padova.; 14 novembre; Trentino 2040: cittadini preparati alle prossime alluvioni; Con Rocco Scolozzi dell’Università di Trento.; 21 novembre​; Gli studi di futuro nella prevenzione dei rischi naturali; Con Roberto Poli dell’Università di Trento.​; ​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Caffe-scientifici-La-natura-in-movimento-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"7/11/2019","7/11/2019","18.00",,"[]","[]","[]",,
"Caffè scientifici","Ingresso libero","​​​Come prepararsi alle prossime alluvioni? Tre science cafè con esperti del settore permettono di approfondire il tema dell’anticipazione delle alluvioni, nell’ambito del progetto europeo LIFE FRANCA.; 7 novembre; Pericoli naturali e percezione del rischio in montagna; Con Marco Borga dell’Università di Padova.; 14 novembre; Trentino 2040: cittadini preparati alle prossime alluvioni; Con Rocco Scolozzi dell’Università di Trento.; 21 novembre​; Gli studi di futuro nella prevenzione dei rischi naturali; Con Roberto Poli dell’Università di Trento.​; ​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Caffe-scientifici-La-natura-in-movimento-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"14/11/2019","14/11/2019","18.00",,"[]","[]","[]",,
"Caffè scientifici","Ingresso libero","​​​Come prepararsi alle prossime alluvioni? Tre science cafè con esperti del settore permettono di approfondire il tema dell’anticipazione delle alluvioni, nell’ambito del progetto europeo LIFE FRANCA.; 7 novembre; Pericoli naturali e percezione del rischio in montagna; Con Marco Borga dell’Università di Padova.; 14 novembre; Trentino 2040: cittadini preparati alle prossime alluvioni; Con Rocco Scolozzi dell’Università di Trento.; 21 novembre​; Gli studi di futuro nella prevenzione dei rischi naturali; Con Roberto Poli dell’Università di Trento.​; ​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Caffe-scientifici-La-natura-in-movimento-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"21/11/2019","21/11/2019","18.00",,"[]","[]","[]",,
"Corso pratico salvavita con la Croce Rossa Italiana Trento","Ingresso libero","​​Il corso pratico salvavita ha come finalità la diffusione della cultura della rianimazione cardiopolmonare e delle competenze necessarie ad intervenire su soggetti in età pediatrica vittime di arresto cardiaco improvviso o di ostruzione delle vie aeree da corpo estraneo.; L'ostruzione delle vie aeree in età pediatrica è un evento abbastanza frequente e il rapido riconoscimento e trattamento può prevenire conseguenze gravi, anche fatali.​; ​​​​​A cura di Istruttori e Monitori di Croce Rossa Italiana.​​; ​Ingresso libero, prenotazione consigliata; t. 0461 270311​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Corso-pratico-salvavita-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"9/11/2019","9/11/2019","10.00",,"[]","[]","[]",,
"MUSE a tutto libro","Ingresso libero, prenotazione obbligatoria","​; 'MUSE a tutto libro' è un ciclo di incontri con gli autori che, partendo dalla presentazione di libri di recente pubblicazione, affronta temi scientifici e sociali contemporanei e di interesse pubblico.; In una sorta di salotto informale, gli scrittori dialogheranno con un conduttore esperto del museo sui temi affrontati dai loro libri, tutti di recente pubblicazione, approfondendone gli aspetti scientifici e di attualità. Non mancherà per il pubblico la possibilità di interagire in modo divertente e dinamico e, al termine degli appuntamenti, un piccolo momento conviviale nel quale scambiare opinioni e chiacchierare informalmente con i relatori. Tre i filoni nei quali si collocano le presentazioni: cultura e comunicazione scientifica; natura-scienza-ambiente e viaggi ed esplorazioni.; Ingresso libero. Prenotazione obbligatoria su www.eventbrite.it; Prossimi appuntamenti; mercoledì 13 novembre, ore 20.30; 'L'Afrique c'est chic' di Michelangelo Bartolo conduce Osvaldo Negra; Diario di viaggio di un medico impegnato da anni in missioni umanitarie in Africa, L’Afrique c’est chic è scritto in prima persona da un protagonista ironico, a volte un po’ impacciato ma appassionato nel compiere il proprio lavoro. Malawi, Mozambico, Togo, Tanzania, Centrafrica e altri Paesi sono narrati in presa diretta anche attraverso le contraddizioni di alcune capitali africane che si muovono verso una veloce “occidentalizzazione” e spaccati di vita locale, come la storia di Isaac, bambino di strada in Togo, o l’incontro con Salimu, ragazzino in cura in un ambulatorio tanzaniano. Le missioni, organizzate per tenere corsi di formazione a personale sanitario locale o per aprire nuovi centri di telemedicina, dipingono un nuovo modo di fare cooperazione che si sta sempre più diffondendo negli ultimi anni. È il raccontare come lo slogan “aiutiamoli a casa loro” viene realizzato in modo quasi naturale da molte realtà di cooperazione internazionale. Ne deriva un libro leggero, divertente, mai superficiale, che aiuta il lettore a guardare all’Africa e alla globalizzazione con occhi diversi: una chance, non qualcosa da cui difendersi.​; Appuntamenti passati; ​; mercoledì 20 marzo, ore 20.30; 'Il formicaio intelligente' di Donato Grasso conduce Osvaldo Negra; Le formiche sono i più organizzati tra gli insetti sociali: costruiscono complesse architetture per i loro nidi, reperiscono cibo per la colonia, coltivano funghi in apposite camere del nido, combattono i nemici come un esercito addestrato. Tutto per il bene del formicaio, in assenza di capi a dirigerle. La loro biologia ci ha svelato le basi genetiche dell’altruismo e ha spiegato come possano emergere comportamenti collettivi complessi anche in assenza di un cervello dominante. Il formicaio intelligente può essere messo al nostro servizio. Sono già molti i programmi informatici che mimano il comportamento delle colonie di formiche per ottimizzare i flussi di dati in rete o del traffico stradale. Non solo, gli studiosi stanno anche progettando robot ispirati a questi insetti. Impariamo a conoscere chi domina il mondo da oltre 100 milioni di anni.; mercoledì 17 aprile, ore 20.30; 'La forma delle cose' di Marco Andreatta conduce David Tombolato; Orientarsi nello spazio, percepire e capire un oggetto attraverso la sua forma, minimizzare gli spostamenti, queste e tante altre abilità geometriche caratterizzano la quotidianità del nostro vivere. Platone faceva entrare nell’Accademia solo chi aveva dimestichezza con la Geometria: una scienza che richiama al tempo stesso questioni filosofiche ma che è anche concreta risposta a tanti quesiti tecnologici. Dalla linea retta agli spazi che si curvano, i teoremi della Geometria ci aiutano da sempre a cercare il facile nel difficile.; Questo libro è un racconto storico e cognitivo di come la mente umana esplora la forma delle cose e da essa si lascia affascinare; un viaggio che inizia con Euclide e la geometria elementare, per arrivare a Riemann e alle teorie contemporanee, che forniscono alla fisica gli strumenti per capire l’universo e cercare di formulare una “Teoria del Tutto”.; mercoledì 15 maggio, ore 20.30; 'A mente fredda' di Matteo Cerri conduce Samuela Caliari; Il consumo energetico è ridotto quasi a zero, il metabolismo rallenta, i neuroni si scollegano, i tumori cessano di crescere: il corpo va in letargo. Orsi, scoiattoli e ghiri sopravvivono così alla stagione invernale. E noi ci potremmo ibernare?; Le ricerche degli ultimi 15 anni fanno pensare che sia possibile. I geni necessari a sopravvivere all'ibernazione dovrebbero essere presenti nell'uomo, anche se l'evoluzione ci ha fatto perdere la capacità di attivare questo stato. La medicina potrebbe trarne grandi benefici: riducendo il bisogno di ossigeno del cervello, avremmo più possibilità di sopravvivere dopo un ictus, un arresto cardiaco o uno shock settico. Anche le agenzie spaziali ne intravedono i vantaggi. Un equipaggio di astronauti ibernati potrebbe, infatti, raggiungere Marte con meno cibo e acqua, evitando anche alterazioni della psiche legate alla lunga permanenza in un ambiente ristretto. Gli astronauti sarebbero anche protetti dai danni delle radiazioni cosmiche, dall'astenia muscolare e dall'osteoporosi che potrebbero insorgere in condizioni di microgravità.; mercoledì 18 settembre, ore 20.15; 'Informati e vaccinati' di Pierluigi Lopalco conduce Patrizia Famà; ​; La storia della lotta fra l'uomo e i microbi inizia con la nascita delle prime civiltà. Una storia avvincente che nel corso del XX secolo subisce un'improvvisa e decisiva svolta proprio grazie alle campagne mondiali di vaccinazione. Il miglioramento delle condizioni igieniche e degli stili di vita, da solo, nulla avrebbe potuto contro flagelli come vaiolo o poliomielite. Oggi, paradossalmente, in tutto il mondo mentre la sanità pubblica insiste sulla necessità di promuovere le vaccinazioni, crescono la paura e la diffidenza nei confronti dei vaccini. Questa paura è spesso legata a scarsa conoscenza o disinformazione. Il libro aiuta a capire meglio che cosa sono, come funzionano e quanto sono sicuri i vaccini. Giusto per non darla vinta ai microbi!​; Con la partecipazione di IBSA Foundation for scientific research.; mercoledì 16 ottobre, ore 20.30; 'Con la cultura non si mangia' di Paola Dubini conduce Michele Lanzinger; La cultura non serve, interessa a pochi, non rende… Non è così. Paola Dubini lo dimostra in questo saggio con cifre, fatti e argomenti, a proposito di libri e di musei, di teatro e di cinema, di musica, arte e patrimonio storico. La cultura è parte della nostra vita come l’aria che respiriamo.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Muse-a-tutto-libro-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"20/03/2019","20/03/2019","20.30",,"[]","[]","[]",,
